	sym	shp65_Vehicle_1	shp65_Vehicle_2	shp65_Vehicle_3	shp65_TNF_1	shp65_TNF_2	shp65_TNF_3
ENSG00000138071	ACTR2	843	498	926	2656	940	776
ENSG00000138073	PREB	1758	1999	1742	1754	2039	1575
ENSG00000138074	SLC5A6	849	647	1042	1160	880	875
ENSG00000138078	PREPL	1049	694	1047	1117	1039	761
ENSG00000138080	EMILIN1	466	713	420	687	732	383
ENSG00000138081	FBXO11	160	93	181	470	245	175
ENSG00000138085	ATRAID	1256	1190	1119	994	1275	1031
ENSG00000138092	CENPO	48	40	44	75	44	42
ENSG00000138095	LRPPRC	1794	1508	1896	3297	2369	1495
ENSG00000138101	DTNB	80	51	71	83	54	58
ENSG00000138107	ACTR1A	1844	1731	1885	2096	2170	1691
ENSG00000138111	TMEM180	17	11	17	32	25	14
ENSG00000138119	MYOF	569	578	697	1788	1026	669
ENSG00000138131	LOXL4	112	110	125	135	122	84
ENSG00000138134	STAMBPL1	84	77	73	77	80	49
ENSG00000138138	ATAD1	931	624	871	787	993	613
ENSG00000138160	KIF11	38	31	19	35	56	17
ENSG00000138162	TACC2	289	239	337	865	270	323
ENSG00000138166	DUSP5	10	11	13	74	71	62
ENSG00000138172	CALHM2	47	70	67	87	63	48
ENSG00000138175	ARL3	138	92	103	174	121	94
ENSG00000138182	KIF20B	68	41	35	112	87	25
ENSG00000138185	ENTPD1	35	23	20	53	38	21
ENSG00000138190	EXOC6	161	133	163	187	197	125
ENSG00000138193	PLCE1	211	173	204	446	276	153
ENSG00000138207	RBP4	4463	5148	5638	6875	6470	5274
ENSG00000138231	DBR1	184	136	197	182	163	128
ENSG00000138246	DNAJC13	1199	873	1116	1785	1416	808
ENSG00000138279	ANXA7	1456	1040	1551	1509	1532	1259
ENSG00000138286	FAM149B1	277	200	228	280	254	195
ENSG00000138303	ASCC1	375	341	383	454	375	291
ENSG00000138326	RPS24	7007	5586	5714	4482	6066	4542
ENSG00000138336	TET1	674	307	599	611	482	382
ENSG00000138346	DNA2	140	96	105	134	127	107
ENSG00000138356	AOX1	3526	3594	4037	4378	4819	3118
ENSG00000138363	ATIC	65	46	79	427	100	95
ENSG00000138375	SMARCAL1	72	56	74	193	86	74
ENSG00000138376	BARD1	92	63	82	72	102	66
ENSG00000138380	CARF	126	79	114	138	143	75
ENSG00000138381	ASNSD1	524	403	375	462	568	264
ENSG00000138382	METTL5	285	174	228	241	242	145
ENSG00000138385	SSB	542	350	427	701	689	284
ENSG00000138386	NAB1	514	306	443	589	533	403
ENSG00000138395	CDK15	363	305	351	369	484	300
ENSG00000138398	PPIG	214	140	146	332	266	79
ENSG00000138399	FASTKD1	335	240	310	348	358	217
ENSG00000138411	HECW2	97	63	114	162	102	87
ENSG00000138413	IDH1	13087	9719	15102	11126	12981	10957
ENSG00000138430	OLA1	1158	729	1059	1004	1027	781
ENSG00000138433	CIR1	46	34	40	90	60	26
ENSG00000138434	SSFA2	1281	1094	1042	1475	1596	807
ENSG00000138439	FAM117B	39	14	45	108	55	39
ENSG00000138442	WDR12	463	315	422	480	431	294
ENSG00000138443	ABI2	106	84	138	231	158	126
ENSG00000138448	ITGAV	2328	2408	3023	3380	4160	2559
ENSG00000138449	SLC40A1	139	117	91	152	161	83
ENSG00000138459	SLC35A5	516	293	559	497	517	361
ENSG00000138463	DIRC2	293	239	343	298	340	264
ENSG00000138468	SENP7	120	98	98	154	162	70
ENSG00000138495	COX17	212	196	175	188	222	154
ENSG00000138496	PARP9	415	289	363	443	446	305
ENSG00000138592	USP8	636	457	484	707	693	388
ENSG00000138593	SECISBP2L	1677	971	1516	2146	1665	1117
ENSG00000138594	TMOD3	277	229	277	348	353	212
ENSG00000138600	SPPL2A	1114	989	1410	1176	1402	951
ENSG00000138604	GLCE	233	138	238	297	271	168
ENSG00000138613	APH1B	323	223	412	294	327	329
ENSG00000138614	VWA9	254	178	213	273	254	188
ENSG00000138615	CILP	502	908	770	951	890	707
ENSG00000138617	PARP16	19	43	33	77	45	37
ENSG00000138621	PPCDC	64	80	74	80	81	66
ENSG00000138623	SEMA7A	43	58	39	73	60	61
ENSG00000138629	UBL7	346	303	337	354	348	338
ENSG00000138639	ARHGAP24	87	57	86	143	75	64
ENSG00000138640	FAM13A	673	520	430	1002	710	386
ENSG00000138641	HERC3	179	125	191	331	201	173
ENSG00000138658	ZGRF1	60	43	50	67	87	27
ENSG00000138660	AP1AR	194	188	195	162	299	121
ENSG00000138663	COPS4	685	525	631	515	705	452
ENSG00000138668	HNRNPD	205	196	254	394	341	150
ENSG00000138674	SEC31A	4092	2978	4441	5342	4462	3713
ENSG00000138675	FGF5	32	17	42	104	56	30
ENSG00000138678	AGPAT9	52	27	45	44	34	32
ENSG00000138685	FGF2	457	378	500	651	698	389
ENSG00000138686	BBS7	183	187	170	250	248	119
ENSG00000138688	KIAA1109	1127	825	1089	2456	1609	810
ENSG00000138698	RAP1GDS1	1774	1284	1768	1722	1761	1332
ENSG00000138709	LARP1B	295	178	267	260	322	194
ENSG00000138735	PDE5A	139	140	159	216	249	119
ENSG00000138738	PRDM5	204	162	155	151	213	135
ENSG00000138744	NAAA	71	69	70	71	74	46
ENSG00000138750	NUP54	508	340	384	422	539	324
ENSG00000138756	BMP2K	172	92	163	210	203	124
ENSG00000138757	G3BP2	1452	944	1518	1776	1480	1053
ENSG00000138758	SEPT11	5052	3804	5817	8009	5723	4396
ENSG00000138759	FRAS1	14	26	25	26	19	19
ENSG00000138760	SCARB2	5470	5120	6590	6517	6624	4929
ENSG00000138764	CCNG2	252	200	284	600	345	252
ENSG00000138767	CNOT6L	143	75	136	251	143	106
ENSG00000138768	USO1	2728	1715	2563	3362	3145	1860
ENSG00000138771	SHROOM3	53	66	96	349	243	160
ENSG00000138777	PPA2	872	774	843	726	967	616
ENSG00000138780	GSTCD	74	53	84	85	80	46
ENSG00000138785	INTS12	81	48	78	108	83	70
ENSG00000138794	CASP6	92	70	95	123	107	61
ENSG00000138796	HADH	1624	1305	1728	4860	1928	1620
ENSG00000138801	PAPSS1	613	458	624	746	640	490
ENSG00000138802	SEC24B	528	236	541	786	465	368
ENSG00000138814	PPP3CA	726	529	886	1458	935	674
ENSG00000138821	SLC39A8	153	103	148	184	135	109
ENSG00000138829	FBN2	558	778	1419	1657	1208	1306
ENSG00000138834	MAPK8IP3	187	314	192	358	343	186
ENSG00000138835	RGS3	164	209	174	236	298	185
ENSG00000138867	GUCD1	2155	2370	2176	2323	2511	1854
ENSG00000138942	RNF185	585	423	553	650	612	472
ENSG00000139083	ETV6	123	58	115	257	93	108
ENSG00000139112	GABARAPL1	431	403	491	478	516	366
ENSG00000139116	KIF21A	460	331	359	809	616	267
ENSG00000139117	CPNE8	144	82	132	180	177	95
ENSG00000139131	YARS2	627	585	683	614	744	608
ENSG00000139132	FGD4	678	614	709	718	897	483
ENSG00000139133	ALG10	21	15	21	31	25	15
ENSG00000139146	FAM60A	125	88	111	111	126	91
ENSG00000139154	AEBP2	108	76	120	228	146	110
ENSG00000139160	METTL20	94	76	93	104	124	78
ENSG00000139163	ETNK1	474	350	544	587	580	395
ENSG00000139168	ZCRB1	584	427	490	411	576	328
ENSG00000139173	TMEM117	105	100	115	122	144	92
ENSG00000139174	PRICKLE1	16	13	24	37	25	18
ENSG00000139178	C1RL	102	90	86	149	153	96
ENSG00000139180	NDUFA9	388	297	370	324	391	318
ENSG00000139190	VAMP1	24	29	21	125	60	33
ENSG00000139192	TAPBPL	74	81	74	80	87	79
ENSG00000139197	PEX5	129	170	153	221	214	162
ENSG00000139211	AMIGO2	97	92	97	285	207	94
ENSG00000139218	SCAF11	1100	711	929	1959	1364	648
ENSG00000139233	LLPH	101	82	105	133	94	72
ENSG00000139263	LRIG3	350	474	369	498	492	227
ENSG00000139278	GLIPR1	93	86	82	147	220	86
ENSG00000139289	PHLDA1	49	57	79	241	200	105
ENSG00000139291	TMEM19	233	194	248	250	248	164
ENSG00000139318	DUSP6	2096	1364	2395	1922	1890	1733
ENSG00000139323	POC1B	218	120	202	205	215	165
ENSG00000139324	TMTC3	830	481	648	800	953	472
ENSG00000139329	LUM	1449	1233	1325	1253	2216	954
ENSG00000139343	SNRPF	89	49	95	53	59	61
ENSG00000139350	NEDD1	152	88	120	174	191	91
ENSG00000139354	GAS2L3	276	149	209	257	267	138
ENSG00000139370	SLC15A4	299	286	354	367	359	309
ENSG00000139372	TDG	329	249	400	404	428	259
ENSG00000139405	RITA1	133	135	145	139	146	131
ENSG00000139410	SDSL	12	14	16	25	18	18
ENSG00000139428	MMAB	1365	1059	1124	1093	1219	986
ENSG00000139433	GLTP	394	281	423	541	427	361
ENSG00000139436	GIT2	192	122	155	254	187	153
ENSG00000139437	TCHP	67	78	58	72	82	49
ENSG00000139496	NUPL1	661	513	627	702	868	549
ENSG00000139505	MTMR6	540	472	503	641	695	358
ENSG00000139508	SLC46A3	219	142	213	208	248	144
ENSG00000139514	SLC7A1	219	154	290	999	275	269
ENSG00000139517	LNX2	65	47	78	97	76	68
ENSG00000139531	SUOX	1062	927	1092	1213	1066	964
ENSG00000139546	TARBP2	269	309	231	253	289	246
ENSG00000139567	ACVRL1	526	1119	552	587	1247	512
ENSG00000139579	NABP2	319	288	304	242	326	259
ENSG00000139613	SMARCC2	359	282	376	607	391	300
ENSG00000139618	BRCA2	23	15	19	70	48	9
ENSG00000139620	KANSL2	318	322	274	307	315	210
ENSG00000139624	CERS5	142	119	137	260	136	123
ENSG00000139625	MAP3K12	84	112	99	135	139	101
ENSG00000139631	CSAD	474	635	562	1280	925	502
ENSG00000139636	LMBR1L	96	124	130	148	145	132
ENSG00000139637	C12orf10	242	193	241	205	227	232
ENSG00000139641	ESYT1	2193	1992	2321	4043	2606	2191
ENSG00000139644	TMBIM6	8645	6018	9648	7253	8025	7727
ENSG00000139645	ANKRD52	563	561	928	2532	790	955
ENSG00000139651	ZNF740	425	392	464	633	466	372
ENSG00000139668	WDFY2	43	21	24	113	49	34
ENSG00000139679	LPAR6	97	62	79	132	125	55
ENSG00000139684	ESD	1246	962	1163	1317	1212	828
ENSG00000139687	RB1	570	381	626	878	783	457
ENSG00000139697	SBNO1	959	643	972	1359	1114	622
ENSG00000139718	SETD1B	40	42	56	221	44	61
ENSG00000139719	VPS33A	77	59	91	92	83	64
ENSG00000139722	VPS37B	52	70	67	106	79	48
ENSG00000139726	DENR	564	358	631	588	556	405
ENSG00000139734	DIAPH3	22	15	20	22	22	16
ENSG00000139746	RBM26	389	323	398	589	523	287
ENSG00000139793	MBNL2	739	472	838	816	896	635
ENSG00000139826	ABHD13	116	95	126	141	130	88
ENSG00000139832	RAB20	164	186	179	227	216	202
ENSG00000139842	CUL4A	923	842	915	1046	1172	689
ENSG00000139899	CBLN3	16	16	16	25	21	21
ENSG00000139921	TMX1	921	695	846	710	1027	628
ENSG00000139926	FRMD6	326	296	342	527	618	331
ENSG00000139946	PELI2	41	34	29	42	57	18
ENSG00000139971	C14orf37	13	10	12	32	17	20
ENSG00000139974	SLC38A6	183	112	185	144	178	165
ENSG00000139977	NAA30	346	306	401	429	489	301
ENSG00000139990	DCAF5	328	275	344	710	361	276
ENSG00000139998	RAB15	39	23	60	51	42	36
ENSG00000140006	WDR89	139	102	139	120	149	106
ENSG00000140009	ESR2	76	58	99	110	84	72
ENSG00000140025	EFCAB11	37	27	22	29	24	21
ENSG00000140043	PTGR2	23	26	41	52	35	29
ENSG00000140044	JDP2	102	139	109	97	140	92
ENSG00000140092	FBLN5	68	55	96	151	122	102
ENSG00000140104	C14orf79	38	53	34	58	43	29
ENSG00000140105	WARS	597	352	649	714	515	504
ENSG00000140153	WDR20	282	185	257	322	274	218
ENSG00000140157	NIPA2	523	445	609	515	590	464
ENSG00000140199	SLC12A6	262	146	242	385	269	205
ENSG00000140259	MFAP1	252	266	246	200	289	192
ENSG00000140262	TCF12	818	533	875	1137	858	629
ENSG00000140263	SORD	46	33	39	60	50	52
ENSG00000140264	SERF2	3287	3506	3055	2503	3556	2807
ENSG00000140265	ZSCAN29	257	224	253	336	279	178
ENSG00000140280	LYSMD2	31	63	53	47	72	38
ENSG00000140285	FGF7	84	77	55	76	93	23
ENSG00000140299	BNIP2	645	528	719	723	845	462
ENSG00000140307	GTF2A2	346	182	340	285	350	240
ENSG00000140319	SRP14	904	696	882	847	943	687
ENSG00000140320	BAHD1	173	174	192	359	206	167
ENSG00000140326	CDAN1	136	172	155	227	199	108
ENSG00000140332	TLE3	168	140	195	346	166	142
ENSG00000140350	ANP32A	447	288	469	454	372	306
ENSG00000140365	COMMD4	197	248	185	217	247	163
ENSG00000140367	UBE2Q2	624	561	733	625	831	526
ENSG00000140374	ETFA	4168	3821	4737	4184	5361	3760
ENSG00000140382	HMG20A	315	215	347	410	316	229
ENSG00000140386	SCAPER	139	88	123	204	154	93
ENSG00000140391	TSPAN3	7853	6647	9226	7057	8800	7080
ENSG00000140395	WDR61	510	469	463	508	567	418
ENSG00000140396	NCOA2	586	449	686	943	672	477
ENSG00000140398	NEIL1	40	42	38	61	48	25
ENSG00000140400	MAN2C1	409	642	460	852	672	420
ENSG00000140403	DNAJA4	15	19	14	59	23	15
ENSG00000140406	MESDC1	85	206	104	177	272	99
ENSG00000140416	TPM1	264	389	357	322	468	288
ENSG00000140443	IGF1R	90	102	136	385	144	128
ENSG00000140450	ARRDC4	262	226	233	292	361	155
ENSG00000140451	PIF1	40	73	30	54	58	33
ENSG00000140455	USP3	544	350	487	543	496	366
ENSG00000140459	CYP11A1	28	33	31	35	30	26
ENSG00000140463	BBS4	190	201	193	209	210	164
ENSG00000140464	PML	164	231	259	483	260	224
ENSG00000140471	LINS	131	120	159	167	156	94
ENSG00000140474	ULK3	197	293	283	337	317	273
ENSG00000140497	SCAMP2	226	183	221	502	233	196
ENSG00000140521	POLG	577	689	662	903	724	593
ENSG00000140525	FANCI	84	61	57	69	67	52
ENSG00000140526	ABHD2	964	735	1036	1581	1103	874
ENSG00000140527	WDR93	18	14	20	12	24	18
ENSG00000140543	DET1	112	65	80	130	89	79
ENSG00000140545	MFGE8	1086	1992	1719	2784	2430	1617
ENSG00000140548	ZNF710	42	44	36	76	39	40
ENSG00000140553	UNC45A	801	1044	742	847	996	657
ENSG00000140564	FURIN	830	871	1027	1976	1021	820
ENSG00000140575	IQGAP1	3116	2275	3284	4215	3624	2450
ENSG00000140577	CRTC3	209	173	270	480	218	221
ENSG00000140598	EFTUD1	215	200	184	269	271	152
ENSG00000140612	SEC11A	1783	988	1738	1074	1521	1171
ENSG00000140632	GLYR1	351	355	339	602	439	282
ENSG00000140650	PMM2	134	131	133	166	190	113
ENSG00000140682	TGFB1I1	34	46	41	82	53	37
ENSG00000140688	C16orf58	455	473	513	598	519	391
ENSG00000140691	ARMC5	53	122	68	122	121	80
ENSG00000140694	PARN	514	354	539	516	489	334
ENSG00000140718	FTO	610	496	666	933	803	543
ENSG00000140740	UQCRC2	5085	3851	5621	5417	5239	4548
ENSG00000140743	CDR2	158	137	116	216	238	105
ENSG00000140750	ARHGAP17	93	106	110	469	167	114
ENSG00000140795	MYLK3	23	10	16	53	16	14
ENSG00000140829	DHX38	365	426	416	597	429	322
ENSG00000140830	TXNL4B	134	110	153	115	115	110
ENSG00000140836	ZFHX3	178	205	244	1128	278	253
ENSG00000140848	CPNE2	183	143	225	267	174	175
ENSG00000140853	NLRC5	136	148	164	280	151	170
ENSG00000140854	KATNB1	128	154	128	186	188	152
ENSG00000140859	KIFC3	112	141	77	147	134	62
ENSG00000140876	NUDT7	59	65	68	79	57	45
ENSG00000140905	GCSH	355	275	268	336	455	228
ENSG00000140931	CMTM3	135	126	155	257	181	160
ENSG00000140937	CDH11	423	508	447	626	703	394
ENSG00000140939	NOL3	251	407	241	252	344	216
ENSG00000140941	MAP1LC3B	251	173	283	839	309	242
ENSG00000140943	MBTPS1	893	824	1059	1845	1177	920
ENSG00000140945	CDH13	37	22	62	81	34	38
ENSG00000140948	ZCCHC14	83	79	107	425	122	92
ENSG00000140950	TLDC1	95	105	140	147	118	114
ENSG00000140961	OSGIN1	58	126	94	92	127	75
ENSG00000140983	RHOT2	251	392	313	405	448	257
ENSG00000140988	RPS2	2773	2215	2149	3742	2614	1867
ENSG00000140990	NDUFB10	745	583	730	630	752	633
ENSG00000140992	PDPK1	271	231	333	548	252	233
ENSG00000140993	TIGD7	36	24	39	42	81	21
ENSG00000140995	DEF8	400	530	443	521	515	374
ENSG00000141002	TCF25	770	725	618	685	819	557
ENSG00000141012	GALNS	87	71	83	201	96	74
ENSG00000141013	GAS8	47	52	41	53	55	28
ENSG00000141026	MED9	178	198	166	200	202	176
ENSG00000141027	NCOR1	900	580	876	2039	1041	740
ENSG00000141030	COPS3	773	532	785	681	841	614
ENSG00000141034	GID4	205	130	217	329	185	201
ENSG00000141040	ZNF287	58	82	71	68	86	34
ENSG00000141068	KSR1	38	47	31	98	40	45
ENSG00000141076	CIRH1A	770	399	532	1089	616	512
ENSG00000141084	RANBP10	71	68	95	266	105	94
ENSG00000141098	GFOD2	190	180	206	266	211	154
ENSG00000141101	NOB1	77	51	42	132	88	56
ENSG00000141127	PRPSAP2	437	404	468	382	503	376
ENSG00000141179	PCTP	208	203	254	200	230	208
ENSG00000141198	TOM1L1	110	61	92	80	93	58
ENSG00000141219	C17orf80	189	112	155	198	179	124
ENSG00000141232	TOB1	325	223	316	679	345	257
ENSG00000141252	VPS53	363	254	466	1215	418	409
ENSG00000141258	SGSM2	193	255	198	323	269	189
ENSG00000141279	NPEPPS	506	436	541	1087	667	442
ENSG00000141295	SCRN2	980	1079	696	1124	1019	715
ENSG00000141298	SSH2	995	911	1178	1406	1361	889
ENSG00000141337	ARSG	135	140	165	164	166	116
ENSG00000141338	ABCA8	124	147	192	174	232	112
ENSG00000141349	G6PC3	583	410	619	615	484	611
ENSG00000141367	CLTC	8185	6690	9238	14111	11147	7978
ENSG00000141376	BCAS3	159	123	166	241	172	146
ENSG00000141378	PTRH2	131	99	135	136	176	107
ENSG00000141380	SS18	575	390	586	699	674	441
ENSG00000141384	TAF4B	90	73	66	131	125	69
ENSG00000141385	AFG3L2	1335	1451	1363	1451	1594	1036
ENSG00000141401	IMPA2	58	58	48	69	78	36
ENSG00000141424	SLC39A6	1700	1164	1781	1890	1995	1385
ENSG00000141425	RPRD1A	727	493	747	795	816	527
ENSG00000141428	C18orf21	77	69	76	62	80	52
ENSG00000141429	GALNT1	1295	985	1295	1302	1479	902
ENSG00000141441	GAREM	198	157	219	287	212	148
ENSG00000141446	ESCO1	184	92	121	215	207	67
ENSG00000141447	OSBPL1A	707	675	822	857	933	662
ENSG00000141449	GREB1L	20	36	33	48	44	28
ENSG00000141452	C18orf8	184	150	216	242	238	198
ENSG00000141456	PELP1	116	112	146	356	135	152
ENSG00000141458	NPC1	491	405	615	1491	604	590
ENSG00000141480	ARRB2	72	62	33	55	70	42
ENSG00000141499	WRAP53	36	34	26	43	41	32
ENSG00000141503	MINK1	274	281	308	701	355	296
ENSG00000141504	SAT2	167	230	177	217	236	167
ENSG00000141510	TP53	153	146	218	515	213	256
ENSG00000141519	CCDC40	36	35	32	36	49	18
ENSG00000141522	ARHGDIA	444	574	472	955	692	491
ENSG00000141524	TMC6	262	396	272	287	371	273
ENSG00000141526	SLC16A3	113	118	103	126	106	104
ENSG00000141542	RAB40B	63	108	91	80	86	70
ENSG00000141543	EIF4A3	306	368	339	367	432	309
ENSG00000141551	CSNK1D	116	96	132	389	157	119
ENSG00000141552	ANAPC11	497	512	395	415	450	375
ENSG00000141556	TBCD	186	242	220	677	293	256
ENSG00000141560	FN3KRP	86	95	78	123	99	78
ENSG00000141562	NARF	260	260	273	322	285	232
ENSG00000141564	RPTOR	255	244	305	868	325	318
ENSG00000141568	FOXK2	377	290	376	548	408	341
ENSG00000141569	TRIM65	194	198	161	212	225	127
ENSG00000141570	CBX8	56	77	49	33	53	29
ENSG00000141574	SECTM1	34	43	27	62	43	22
ENSG00000141576	RNF157	115	54	98	141	76	68
ENSG00000141577	CEP131	75	140	64	60	126	74
ENSG00000141580	WDR45B	503	472	547	644	690	440
ENSG00000141582	CBX4	105	115	122	106	104	92
ENSG00000141622	RNF165	23	16	23	37	12	21
ENSG00000141627	DYM	576	375	596	587	570	468
ENSG00000141642	ELAC1	54	40	57	60	61	44
ENSG00000141644	MBD1	403	451	401	584	481	360
ENSG00000141646	SMAD4	608	441	599	717	679	462
ENSG00000141664	ZCCHC2	169	154	156	323	220	141
ENSG00000141682	PMAIP1	8	11	11	33	49	26
ENSG00000141696	P3H4	98	93	95	123	108	86
ENSG00000141698	NT5C3B	426	348	409	383	416	343
ENSG00000141699	FAM134C	1327	1141	1450	1673	1436	1285
ENSG00000141736	ERBB2	205	235	224	352	262	220
ENSG00000141741	MIEN1	177	111	193	183	146	152
ENSG00000141753	IGFBP4	290	423	276	1143	477	313
ENSG00000141756	FKBP10	1019	1079	884	1050	1100	803
ENSG00000141759	TXNL4A	443	475	421	370	539	330
ENSG00000141837	CACNA1A	41	28	51	85	37	31
ENSG00000141858	SAMD1	238	245	224	263	298	184
ENSG00000141867	BRD4	145	158	166	664	198	163
ENSG00000141873	SLC39A3	129	248	168	166	207	129
ENSG00000141905	NFIC	308	277	422	2443	407	476
ENSG00000141933	TPGS1	55	223	109	42	182	69
ENSG00000141956	PRDM15	67	67	68	121	88	57
ENSG00000141959	PFKL	1839	2049	1791	1974	2076	1620
ENSG00000141965	FEM1A	32	72	48	86	78	25
ENSG00000141971	MVB12A	430	519	331	428	592	344
ENSG00000141985	SH3GL1	607	620	550	575	648	505
ENSG00000141994	DUS3L	130	230	163	182	239	121
ENSG00000142002	DPP9	262	256	235	557	280	232
ENSG00000142039	CCDC97	143	140	161	260	160	134
ENSG00000142046	TMEM91	32	48	31	37	40	28
ENSG00000142065	ZFP14	52	31	59	66	31	24
ENSG00000142082	SIRT3	141	158	145	233	211	160
ENSG00000142089	IFITM3	199	172	216	303	201	164
ENSG00000142156	COL6A1	8385	11402	11479	24920	12664	10758
ENSG00000142166	IFNAR1	490	228	519	1268	522	441
ENSG00000142168	SOD1	2419	2276	2415	1708	2515	1912
ENSG00000142173	COL6A2	8298	13446	10466	15226	13059	9668
ENSG00000142186	SCYL1	682	809	621	949	849	645
ENSG00000142188	TMEM50B	250	209	229	210	322	187
ENSG00000142192	APP	1954	2207	2664	4297	2830	2349
ENSG00000142197	DOPEY2	147	92	163	436	155	170
ENSG00000142207	URB1	825	863	1101	1764	1141	913
ENSG00000142208	AKT1	1739	1933	1722	2112	2030	1615
ENSG00000142227	EMP3	179	123	166	166	205	167
ENSG00000142230	SAE1	717	691	695	697	772	561
ENSG00000142252	GEMIN7	54	30	44	52	46	47
ENSG00000142279	WTIP	172	229	178	188	207	160
ENSG00000142327	RNPEPL1	171	218	223	1135	260	255
ENSG00000142330	CAPN10	138	222	170	200	216	142
ENSG00000142347	MYO1F	32	23	35	31	27	25
ENSG00000142396	ERVK3-1	36	11	28	53	38	30
ENSG00000142408	CACNG8	14	16	22	23	22	15
ENSG00000142409	ZNF787	206	318	224	219	340	205
ENSG00000142444	C19orf52	186	280	227	175	283	195
ENSG00000142453	CARM1	138	113	111	266	152	108
ENSG00000142459	EVI5L	225	292	230	308	287	216
ENSG00000142507	PSMB6	845	757	835	810	834	797
ENSG00000142528	ZNF473	72	90	71	85	76	51
ENSG00000142534	RPS11	9256	6169	6913	6091	7417	6418
ENSG00000142541	RPL13A	16619	13547	12764	12391	14065	10753
ENSG00000142544	CTU1	38	82	31	30	91	24
ENSG00000142546	NOSIP	436	598	376	340	616	405
ENSG00000142552	RCN3	831	962	656	606	924	612
ENSG00000142556	ZNF614	143	107	119	172	142	106
ENSG00000142583	SLC2A5	196	156	120	205	206	93
ENSG00000142599	RERE	251	242	308	1305	331	360
ENSG00000142627	EPHA2	15	18	15	99	59	41
ENSG00000142632	ARHGEF19	17	13	17	22	21	14
ENSG00000142634	EFHD2	86	128	72	110	149	76
ENSG00000142655	PEX14	182	206	189	208	204	138
ENSG00000142657	PGD	4063	3146	4373	6152	4841	3831
ENSG00000142669	SH3BGRL3	653	372	689	820	519	631
ENSG00000142676	RPL11	11269	7185	9656	7405	8022	7180
ENSG00000142686	C1orf216	149	195	184	179	212	178
ENSG00000142687	KIAA0319L	783	730	863	1341	963	770
ENSG00000142694	EVA1B	82	99	66	41	115	61
ENSG00000142733	MAP3K6	241	300	217	414	310	200
ENSG00000142751	GPN2	186	251	248	250	238	189
ENSG00000142784	WDTC1	237	263	339	699	330	295
ENSG00000142794	NBPF3	477	563	541	583	650	484
ENSG00000142798	HSPG2	1730	2202	2572	22364	2850	3246
ENSG00000142856	ITGB3BP	33	21	33	29	45	10
ENSG00000142864	SERBP1	1910	1791	1980	2303	2593	1408
ENSG00000142867	BCL10	141	92	145	177	175	113
ENSG00000142871	CYR61	14	12	19	116	42	24
ENSG00000142875	PRKACB	362	180	406	641	400	299
ENSG00000142892	PIGK	668	452	593	479	815	450
ENSG00000142937	RPS8	10390	8750	8333	7810	9689	6481
ENSG00000142949	PTPRF	909	859	879	4990	1084	998
ENSG00000142961	MOB3C	145	238	148	430	394	192
ENSG00000142973	CYP4B1	871	1947	921	1259	2042	872
ENSG00000143013	LMO4	1179	908	1067	1255	1119	721
ENSG00000143028	SYPL2	68	46	81	134	72	63
ENSG00000143033	MTF2	91	75	94	121	98	86
ENSG00000143067	ZNF697	337	207	375	704	441	344
ENSG00000143079	CTTNBP2NL	113	93	100	193	154	96
ENSG00000143093	STRIP1	289	364	345	500	443	280
ENSG00000143106	PSMA5	951	1062	1032	920	1208	802
ENSG00000143147	GPR161	53	54	47	53	70	43
ENSG00000143149	ALDH9A1	6257	4399	6978	7426	6301	5235
ENSG00000143155	TIPRL	534	469	481	462	629	385
ENSG00000143156	NME7	41	30	64	66	56	42
ENSG00000143157	POGK	424	349	406	580	524	326
ENSG00000143158	MPC2	2803	1980	2647	2000	2728	2026
ENSG00000143162	CREG1	1303	1337	1606	1405	1932	1148
ENSG00000143164	DCAF6	1218	925	1200	1609	1445	941
ENSG00000143171	RXRG	707	549	801	624	583	753
ENSG00000143179	UCK2	243	193	234	364	299	206
ENSG00000143183	TMCO1	1329	1043	1402	954	1334	1009
ENSG00000143190	POU2F1	147	86	142	267	148	80
ENSG00000143196	DPT	72	210	102	75	256	92
ENSG00000143198	MGST3	4368	2870	3979	3835	4010	3571
ENSG00000143207	RFWD2	594	492	632	635	688	481
ENSG00000143222	UFC1	325	218	242	242	232	230
ENSG00000143224	PPOX	83	87	80	103	103	76
ENSG00000143252	SDHC	398	311	368	1661	536	466
ENSG00000143256	PFDN2	75	66	104	89	90	66
ENSG00000143258	USP21	37	23	31	86	37	33
ENSG00000143294	PRCC	174	174	220	297	258	209
ENSG00000143303	RRNAD1	81	103	84	136	109	78
ENSG00000143314	MRPL24	716	635	572	549	675	532
ENSG00000143315	PIGM	145	89	164	179	145	117
ENSG00000143319	ISG20L2	204	209	241	325	247	211
ENSG00000143320	CRABP2	530	657	536	518	629	457
ENSG00000143321	HDGF	1362	1334	1189	1486	1452	986
ENSG00000143322	ABL2	299	217	301	858	520	405
ENSG00000143324	XPR1	811	486	956	1169	881	714
ENSG00000143337	TOR1AIP1	651	631	632	947	928	425
ENSG00000143341	HMCN1	69	39	77	102	80	71
ENSG00000143344	RGL1	231	207	251	438	315	216
ENSG00000143353	LYPLAL1	457	371	462	368	581	303
ENSG00000143363	PRUNE	202	161	228	254	214	169
ENSG00000143367	TUFT1	26	37	22	29	33	30
ENSG00000143368	SF3B4	85	65	87	137	83	71
ENSG00000143369	ECM1	277	402	323	492	535	296
ENSG00000143373	ZNF687	185	201	199	269	220	174
ENSG00000143374	TARS2	309	302	360	393	326	336
